Unnamed: 0,Census,Estimates Base,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
".Conecuh County, Alabama",13228.0,13236.0,13236.0,13195.0,13046.0,12912.0,12677.0,12678.0,12500.0,12431.0,12292.0,12067.0
".Coosa County, Alabama",11539.0,11756.0,11780.0,11486.0,11346.0,11254.0,11037.0,10934.0,10819.0,10724.0,10643.0,10663.0
".Covington County, Alabama",37765.0,37762.0,37809.0,38020.0,37805.0,37814.0,37760.0,37556.0,37382.0,37062.0,36953.0,37049.0
".Crenshaw County, Alabama",13906.0,13893.0,13869.0,13894.0,13915.0,13847.0,13851.0,13850.0,13916.0,13858.0,13825.0,13772.0
".Cullman County, Alabama",80406.0,80406.0,80456.0,80410.0,80279.0,80690.0,81068.0,81761.0,82450.0,82867.0,83418.0,83768.0
".Dale County, Alabama",50251.0,50251.0,50394.0,50122.0,50289.0,49771.0,49414.0,49365.0,49362.0,49342.0,49143.0,49172.0
".Dallas County, Alabama",43820.0,43813.0,43854.0,43251.0,42789.0,41976.0,41554.0,40936.0,40080.0,39238.0,38294.0,37196.0
".DeKalb County, Alabama",71109.0,71120.0,71163.0,71365.0,70944.0,70912.0,70993.0,71087.0,71104.0,71437.0,71407.0,71513.0
".Elmore County, Alabama",79303.0,79272.0,79552.0,79993.0,80193.0,80536.0,80538.0,80872.0,81204.0,81422.0,81011.0,81209.0
".Escambia County, Alabama",38319.0,38320.0,38345.0,38204.0,38023.0,37765.0,37735.0,37661.0,37475.0,36993.0,36524.0,36633.0
".Etowah County, Alabama",104430.0,104429.0,104459.0,104369.0,104278.0,103884.0,103399.0,102998.0,102855.0,103007.0,102611.0,102268.0
".Fayette County, Alabama",17241.0,17235.0,17229.0,17052.0,16945.0,16824.0,16772.0,16696.0,16563.0,16466.0,16445.0,16302.0
".Franklin County, Alabama",31704.0,31709.0,31746.0,31776.0,31690.0,31553.0,31559.0,31515.0,31611.0,31542.0,31298.0,31362.0
".Geneva County, Alabama",26790.0,26781.0,26777.0,26756.0,26924.0,26677.0,26593.0,26631.0,26494.0,26385.0,26306.0,26271.0
".Greene County, Alabama",9045.0,9039.0,8991.0,8903.0,8848.0,8748.0,8584.0,8508.0,8482.0,8310.0,8209.0,8111.0
".Hale County, Alabama",15760.0,15762.0,15745.0,15361.0,15364.0,15246.0,15046.0,15015.0,14828.0,14801.0,14749.0,14651.0
".Henry County, Alabama",17302.0,17299.0,17296.0,17377.0,17153.0,17129.0,17079.0,17101.0,17072.0,17115.0,17173.0,17205.0
".Houston County, Alabama",101547.0,101560.0,101798.0,102488.0,103371.0,103643.0,104158.0,104260.0,104218.0,104378.0,104770.0,105882.0
".Jackson County, Alabama",53227.0,53223.0,53184.0,53214.0,53079.0,52957.0,52562.0,52195.0,51988.0,51828.0,51621.0,51626.0
".Jefferson County, Alabama",658466.0,658567.0,658215.0,658109.0,658061.0,659265.0,659972.0,660455.0,660343.0,659599.0,659429.0,658573.0
".Lamar County, Alabama",14564.0,14564.0,14496.0,14291.0,14248.0,14212.0,14067.0,13927.0,13928.0,13882.0,13882.0,13805.0
".Lauderdale County, Alabama",92709.0,92709.0,92737.0,92607.0,92662.0,92701.0,93000.0,92459.0,92425.0,92564.0,92604.0,92729.0
".Lawrence County, Alabama",34339.0,34337.0,34342.0,34051.0,33806.0,33575.0,33444.0,33135.0,33227.0,33063.0,32941.0,32924.0
".Lee County, Alabama",140247.0,140287.0,140794.0,144130.0,148567.0,151809.0,154511.0,156954.0,159168.0,161440.0,163656.0,164542.0
".Limestone County, Alabama",82782.0,82786.0,83181.0,85557.0,87326.0,88916.0,90599.0,91565.0,92847.0,94130.0,96177.0,98915.0
".Lowndes County, Alabama",11299.0,11296.0,11289.0,11140.0,10851.0,10661.0,10494.0,10350.0,10248.0,10097.0,9974.0,9726.0
".Macon County, Alabama",21452.0,21448.0,21505.0,21284.0,20608.0,20021.0,19641.0,19296.0,19060.0,18793.0,18321.0,18068.0
".Madison County, Alabama",334811.0,334807.0,336095.0,339565.0,342730.0,346625.0,349796.0,352977.0,356729.0,361762.0,367004.0,372909.0
".Marengo County, Alabama",21027.0,21048.0,20956.0,20661.0,20375.0,20119.0,19986.0,19766.0,19525.0,19396.0,19056.0,18863.0
".Marion County, Alabama",30776.0,30776.0,30816.0,30652.0,30484.0,30224.0,30199.0,30119.0,29960.0,29792.0,29750.0,29709.0
".Marshall County, Alabama",93019.0,93019.0,93122.0,93895.0,94260.0,94356.0,94257.0,94585.0,95113.0,95572.0,96170.0,96774.0
".Mobile County, Alabama",412992.0,413139.0,413315.0,413068.0,413816.0,413918.0,414149.0,414462.0,414945.0,414045.0,413908.0,413210.0
".Monroe County, Alabama",23068.0,23067.0,23005.0,22796.0,22581.0,22170.0,21926.0,21717.0,21548.0,21290.0,21062.0,20733.0
".Montgomery County, Alabama",229363.0,229375.0,229505.0,229189.0,228874.0,228190.0,227551.0,227279.0,227170.0,227265.0,226504.0,226486.0
".Morgan County, Alabama",119490.0,119490.0,119608.0,120024.0,120102.0,119571.0,119444.0,119257.0,119006.0,118918.0,119203.0,119679.0
".Perry County, Alabama",10591.0,10575.0,10563.0,10450.0,10163.0,9999.0,9801.0,9640.0,9532.0,9302.0,9070.0,8923.0
".Pickens County, Alabama",19746.0,19746.0,19749.0,19354.0,19309.0,19300.0,20272.0,20776.0,20325.0,20204.0,19980.0,19930.0
".Pike County, Alabama",32899.0,32901.0,32970.0,33025.0,33215.0,33715.0,33199.0,33496.0,33464.0,33349.0,33242.0,33114.0
".Randolph County, Alabama",22913.0,22916.0,22937.0,22745.0,22533.0,22547.0,22353.0,22594.0,22504.0,22687.0,22727.0,22722.0
".Russell County, Alabama",52947.0,52963.0,53321.0,54852.0,57500.0,59149.0,59224.0,58844.0,58185.0,56985.0,57784.0,57961.0
".St. Clair County, Alabama",83593.0,83350.0,83571.0,83975.0,84761.0,85810.0,85996.0,86546.0,87306.0,87926.0,88654.0,89512.0
".Shelby County, Alabama",195085.0,195253.0,196032.0,197952.0,200912.0,204039.0,206280.0,208959.0,211282.0,213633.0,215583.0,217702.0
".Sumter County, Alabama",13763.0,13763.0,13730.0,13490.0,13440.0,13394.0,13270.0,13206.0,12967.0,12749.0,12634.0,12427.0
".Talladega County, Alabama",82291.0,82353.0,82172.0,81863.0,82146.0,81578.0,81512.0,81128.0,80552.0,80142.0,80137.0,79978.0
".Tallapoosa County, Alabama",41616.0,41618.0,41476.0,41402.0,41048.0,41028.0,40884.0,40605.0,40586.0,40613.0,40535.0,40367.0
".Tuscaloosa County, Alabama",194656.0,194667.0,194996.0,196745.0,198807.0,201084.0,203086.0,204767.0,206464.0,207618.0,208319.0,209355.0
".Walker County, Alabama",67023.0,67020.0,66997.0,66585.0,66104.0,65777.0,65338.0,64931.0,64533.0,63895.0,63669.0,63521.0
".Washington County, Alabama",17581.0,17580.0,17626.0,17355.0,17146.0,16897.0,16868.0,16832.0,16621.0,16522.0,16402.0,16326.0
".Wilcox County, Alabama",11670.0,11664.0,11560.0,11438.0,11302.0,11145.0,10946.0,10896.0,10844.0,10691.0,10599.0,10373.0
".Winston County, Alabama",24484.0,24488.0,24412.0,24362.0,24193.0,24189.0,24139.0,23930.0,23907.0,23760.0,23693.0,23629.0
".Aleutians East Borough, Alaska",3141.0,3141.0,3166.0,3259.0,3294.0,3343.0,3346.0,3373.0,3363.0,3455.0,3395.0,3337.0
".Aleutians West Census Area, Alaska",5561.0,5561.0,5559.0,5582.0,5676.0,5777.0,5822.0,5781.0,5705.0,5729.0,5640.0,5634.0
".Anchorage Municipality, Alaska",291826.0,291836.0,293321.0,296197.0,298255.0,301142.0,299893.0,297547.0,297249.0,294338.0,290521.0,288000.0
".Bethel Census Area, Alaska",17013.0,17013.0,17084.0,17419.0,17656.0,17852.0,17936.0,17955.0,18022.0,18090.0,18219.0,18386.0
".Bristol Bay Borough, Alaska",997.0,997.0,1002.0,1030.0,979.0,951.0,947.0,904.0,902.0,869.0,880.0,836.0
".Denali Borough, Alaska",1826.0,1822.0,1835.0,1872.0,1908.0,1943.0,1916.0,1933.0,2055.0,2084.0,2032.0,2097.0
".Dillingham Census Area, Alaska",4847.0,4847.0,4850.0,4947.0,4949.0,4978.0,4983.0,4988.0,4970.0,4940.0,4991.0,4916.0
".Fairbanks North Star Borough, Alaska",97581.0,97585.0,98264.0,98120.0,100311.0,100933.0,99254.0,99636.0,100633.0,99675.0,98565.0,96849.0
".Haines Borough, Alaska",2508.0,2508.0,2501.0,2574.0,2577.0,2558.0,2555.0,2516.0,2531.0,2524.0,2488.0,2530.0
".Hoonah-Angoon Census Area, Alaska",2150.0,2103.0,2107.0,2085.0,2114.0,2116.0,2098.0,2132.0,2121.0,2139.0,2155.0,2148.0
".Juneau City and Borough, Alaska",31275.0,31276.0,31387.0,32161.0,32384.0,32594.0,32481.0,32615.0,32412.0,32098.0,32037.0,31974.0
".Kenai Peninsula Borough, Alaska",55400.0,55400.0,55554.0,56299.0,56900.0,57014.0,57558.0,58034.0,58458.0,58558.0,58561.0,58708.0
".Ketchikan Gateway Borough, Alaska",13477.0,13526.0,13573.0,13674.0,13729.0,13722.0,13802.0,13702.0,13707.0,13834.0,13856.0,13901.0
".Kodiak Island Borough, Alaska",13592.0,13606.0,13646.0,13806.0,14037.0,14093.0,13907.0,13767.0,13728.0,13512.0,13250.0,12998.0
".Kusilvak Census Area, Alaska",7459.0,7459.0,7467.0,7651.0,7794.0,7974.0,8100.0,8194.0,8181.0,8236.0,8323.0,8314.0
".Lake and Peninsula Borough, Alaska",1631.0,1635.0,1639.0,1649.0,1649.0,1667.0,1647.0,1595.0,1600.0,1612.0,1596.0,1592.0
".Matanuska-Susitna Borough, Alaska",88995.0,88985.0,89732.0,91725.0,93677.0,95880.0,98103.0,101062.0,104119.0,106232.0,107115.0,108317.0
".Nome Census Area, Alaska",9492.0,9492.0,9543.0,9776.0,9824.0,9852.0,9810.0,9893.0,9966.0,10025.0,10053.0,10004.0
".North Slope Borough, Alaska",9430.0,9430.0,9478.0,9554.0,9698.0,9792.0,9776.0,9788.0,9694.0,9795.0,9850.0,9832.0
".Northwest Arctic Borough, Alaska",7523.0,7523.0,7560.0,7705.0,7705.0,7725.0,7772.0,7772.0,7691.0,7795.0,7694.0,7621.0
".Petersburg Borough, Alaska",3815.0,3207.0,3219.0,3255.0,3277.0,3291.0,3261.0,3253.0,3260.0,3264.0,3244.0,3266.0
".Prince of Wales-Hyder Census Area, Alaska",5559.0,6168.0,6211.0,6373.0,6423.0,6446.0,6463.0,6508.0,6519.0,6444.0,6360.0,6203.0
".Sitka City and Borough, Alaska",8881.0,8881.0,8881.0,8884.0,9017.0,8973.0,8838.0,8778.0,8736.0,8641.0,8554.0,8493.0
".Skagway Municipality, Alaska",968.0,968.0,968.0,962.0,998.0,1026.0,1054.0,1088.0,1132.0,1167.0,1169.0,1183.0
".Southeast Fairbanks Census Area, Alaska",7029.0,7029.0,7061.0,7150.0,7172.0,6986.0,6925.0,6812.0,6857.0,6892.0,6937.0,6893.0
".Valdez-Cordova Census Area, Alaska",9636.0,9636.0,9657.0,9740.0,9734.0,9781.0,9478.0,9319.0,9314.0,9220.0,9161.0,9202.0
".Wrangell City and Borough, Alaska",2369.0,2365.0,2371.0,2394.0,2420.0,2448.0,2441.0,2453.0,2496.0,2521.0,2538.0,2502.0
".Yakutat City and Borough, Alaska",662.0,662.0,662.0,656.0,664.0,651.0,655.0,635.0,612.0,602.0,596.0,579.0
".Yukon-Koyukuk Census Area, Alaska",5588.0,5588.0,5612.0,5629.0,5622.0,5560.0,5462.0,5465.0,5423.0,5409.0,5359.0,5230.0
".Apache County, Arizona",71518.0,71517.0,71829.0,72182.0,72229.0,72322.0,71796.0,71012.0,71381.0,71545.0,71731.0,71887.0
".Cochise County, Arizona",131346.0,131359.0,131822.0,133097.0,132017.0,129578.0,127314.0,126454.0,125686.0,124864.0,126411.0,125922.0
".Coconino County, Arizona",134421.0,134426.0,134612.0,134275.0,136146.0,136699.0,137566.0,138962.0,140407.0,141001.0,142523.0,143476.0
".Gila County, Arizona",53597.0,53592.0,53561.0,53440.0,52994.0,53005.0,53044.0,52978.0,53356.0,53578.0,53801.0,54018.0
".Graham County, Arizona",37220.0,37212.0,37152.0,37126.0,37015.0,37433.0,38099.0,37860.0,37807.0,37481.0,37995.0,38837.0
".Greenlee County, Arizona",8437.0,8444.0,8339.0,8585.0,8764.0,8916.0,9349.0,9577.0,9643.0,9443.0,9448.0,9498.0
".La Paz County, Arizona",20489.0,20489.0,20497.0,20604.0,20521.0,20522.0,20516.0,20466.0,20648.0,20706.0,21039.0,21108.0
".Maricopa County, Arizona",3817117.0,3817365.0,3825110.0,3874996.0,3947505.0,4017723.0,4093648.0,4172905.0,4256143.0,4327184.0,4402403.0,4485414.0
".Mohave County, Arizona",200186.0,200182.0,200314.0,202812.0,203347.0,203126.0,203423.0,204574.0,205412.0,207017.0,209292.0,212181.0
".Navajo County, Arizona",107449.0,107488.0,107697.0,107552.0,107313.0,107135.0,107701.0,107638.0,108467.0,109079.0,110242.0,110924.0
".Pima County, Arizona",980263.0,980263.0,981620.0,988381.0,993052.0,997127.0,1004229.0,1009103.0,1016707.0,1026391.0,1036554.0,1047279.0
".Pinal County, Arizona",375770.0,375764.0,379094.0,378041.0,382251.0,385398.0,395322.0,405614.0,417193.0,431564.0,446806.0,462789.0
".Santa Cruz County, Arizona",47420.0,47420.0,47415.0,47667.0,47359.0,46939.0,46636.0,46542.0,46400.0,46566.0,46395.0,46498.0
".Yavapai County, Arizona",211033.0,211017.0,210983.0,211044.0,211990.0,214421.0,217716.0,220805.0,224575.0,228082.0,231772.0,235099.0
".Yuma County, Arizona",195751.0,195750.0,197127.0,202841.0,202475.0,202420.0,204054.0,205186.0,207247.0,209507.0,211612.0,213787.0
".Arkansas County, Arkansas",19019.0,19007.0,19009.0,18871.0,18964.0,18755.0,18479.0,18330.0,18154.0,17872.0,17726.0,17486.0
".Ashley County, Arkansas",21853.0,21845.0,21829.0,21673.0,21515.0,21278.0,20956.0,20838.0,20530.0,20311.0,20012.0,19657.0
".Baxter County, Arkansas",41513.0,41511.0,41510.0,41349.0,41080.0,40983.0,40888.0,41138.0,41131.0,41308.0,41624.0,41932.0
".Benton County, Arkansas",221339.0,221348.0,222593.0,229171.0,234938.0,239461.0,244841.0,251591.0,259212.0,266585.0,272266.0,279141.0
".Boone County, Arkansas",36903.0,36920.0,36893.0,37086.0,37333.0,37328.0,37116.0,37119.0,37259.0,37459.0,37385.0,37432.0
".Bradley County, Arkansas",11508.0,11505.0,11470.0,11432.0,11266.0,11120.0,11007.0,10999.0,10959.0,10813.0,10838.0,10763.0
".Calhoun County, Arkansas",5368.0,5368.0,5362.0,5243.0,5278.0,5192.0,5167.0,5200.0,5143.0,5201.0,5227.0,5189.0
".Carroll County, Arkansas",27446.0,27449.0,27553.0,27466.0,27623.0,27791.0,27734.0,27755.0,27728.0,27865.0,28097.0,28380.0
".Chicot County, Arkansas",11800.0,11800.0,11799.0,11703.0,11498.0,11362.0,11211.0,10970.0,10899.0,10647.0,10442.0,10118.0
".Clark County, Arkansas",22995.0,22991.0,22925.0,22928.0,22755.0,22582.0,22557.0,22513.0,22602.0,22184.0,22313.0,22320.0
".Clay County, Arkansas",16083.0,16083.0,16050.0,15876.0,15710.0,15484.0,15299.0,15206.0,15060.0,14865.0,14763.0,14551.0
".Cleburne County, Arkansas",25970.0,25964.0,25986.0,25875.0,25763.0,25625.0,25591.0,25355.0,25173.0,25059.0,24994.0,24919.0
".Cleveland County, Arkansas",8689.0,8692.0,8677.0,8674.0,8609.0,8515.0,8399.0,8284.0,8245.0,8162.0,7995.0,7956.0
".Columbia County, Arkansas",24552.0,24552.0,24723.0,24709.0,24413.0,24284.0,24049.0,24115.0,24026.0,23695.0,23586.0,23457.0
".Conway County, Arkansas",21273.0,21267.0,21219.0,21128.0,21141.0,21088.0,20995.0,20936.0,20874.0,20810.0,20825.0,20846.0
".Craighead County, Arkansas",96443.0,96443.0,96748.0,98405.0,99993.0,101653.0,102661.0,104457.0,105932.0,107188.0,108816.0,110332.0
".Crawford County, Arkansas",61948.0,61935.0,61956.0,61796.0,61911.0,61667.0,61807.0,61904.0,62263.0,62894.0,63379.0,63257.0
".Crittenden County, Arkansas",50902.0,50907.0,50958.0,50517.0,50077.0,49739.0,49536.0,49019.0,49306.0,48716.0,48363.0,47955.0
".Cross County, Arkansas",17870.0,17878.0,17862.0,17809.0,17703.0,17521.0,17181.0,17255.0,17025.0,16792.0,16630.0,16419.0
".Dallas County, Arkansas",8116.0,8124.0,8066.0,8056.0,7952.0,7892.0,7691.0,7530.0,7399.0,7307.0,7152.0,7009.0
".Desha County, Arkansas",13008.0,13002.0,12954.0,12731.0,12590.0,12502.0,12270.0,12029.0,11905.0,11743.0,11507.0,11361.0
".Drew County, Arkansas",18509.0,18517.0,18666.0,18735.0,18788.0,18686.0,18642.0,18613.0,18553.0,18370.0,18328.0,18219.0
".Faulkner County, Arkansas",113237.0,113238.0,114026.0,116280.0,118523.0,119176.0,120562.0,121241.0,122206.0,123530.0,125138.0,126007.0
".Franklin County, Arkansas",18125.0,18137.0,18142.0,18009.0,17959.0,17915.0,17828.0,17749.0,17655.0,17809.0,17764.0,17715.0
".Fulton County, Arkansas",12245.0,12236.0,12215.0,12240.0,12169.0,12170.0,12081.0,12138.0,12099.0,12131.0,12308.0,12477.0
".Garland County, Arkansas",96024.0,95999.0,96067.0,96854.0,96986.0,97654.0,97758.0,97814.0,98282.0,98327.0,98966.0,99386.0
".Grant County, Arkansas",17853.0,17842.0,17886.0,17947.0,18038.0,18046.0,18074.0,18016.0,18064.0,18103.0,18180.0,18265.0
".Greene County, Arkansas",42090.0,42090.0,42201.0,42763.0,43229.0,43160.0,43788.0,44300.0,44730.0,44993.0,45339.0,45325.0
".Hempstead County, Arkansas",22609.0,22587.0,22596.0,22488.0,22344.0,22420.0,22326.0,22085.0,22032.0,21876.0,21685.0,21532.0
".Hot Spring County, Arkansas",32923.0,33011.0,33231.0,33142.0,33507.0,33528.0,33409.0,33497.0,33438.0,33606.0,33672.0,33771.0
".Howard County, Arkansas",13789.0,13781.0,13796.0,13816.0,13675.0,13543.0,13492.0,13336.0,13350.0,13365.0,13302.0,13202.0
".Independence County, Arkansas",36647.0,36641.0,36809.0,36884.0,36953.0,36885.0,37080.0,37035.0,37117.0,37391.0,37768.0,37825.0
".Izard County, Arkansas",13696.0,13703.0,13726.0,13572.0,13541.0,13411.0,13557.0,13487.0,13488.0,13666.0,13582.0,13629.0
".Jackson County, Arkansas",17997.0,17998.0,18057.0,17887.0,17680.0,17729.0,17591.0,17365.0,17282.0,17017.0,16753.0,16719.0
".Jefferson County, Arkansas",77435.0,77456.0,77341.0,76039.0,74634.0,73191.0,72458.0,71872.0,70407.0,69238.0,68067.0,66824.0
".Johnson County, Arkansas",25540.0,25545.0,25556.0,25675.0,25914.0,25932.0,25969.0,26094.0,26127.0,26401.0,26659.0,26578.0
".Lafayette County, Arkansas",7645.0,7643.0,7647.0,7536.0,7450.0,7284.0,7158.0,7010.0,6888.0,6797.0,6679.0,6624.0
".Lawrence County, Arkansas",17415.0,17410.0,17518.0,17282.0,17040.0,17054.0,16969.0,16696.0,16639.0,16571.0,16432.0,16406.0
".Lee County, Arkansas",10424.0,10428.0,10395.0,10291.0,10184.0,10010.0,9839.0,9672.0,9337.0,9127.0,8976.0,8857.0
".Lincoln County, Arkansas",14134.0,14141.0,14089.0,14339.0,14180.0,14063.0,14025.0,13866.0,13728.0,13475.0,13184.0,13024.0
".Little River County, Arkansas",13171.0,13168.0,13132.0,12945.0,12916.0,12733.0,12503.0,12402.0,12406.0,12373.0,12297.0,12259.0
".Logan County, Arkansas",22353.0,22361.0,22308.0,22242.0,21928.0,22031.0,21866.0,21729.0,21732.0,21739.0,21673.0,21466.0
".Lonoke County, Arkansas",68356.0,68382.0,68744.0,69529.0,70109.0,70742.0,71368.0,71359.0,71803.0,72778.0,73391.0,73309.0
".Madison County, Arkansas",15717.0,15723.0,15684.0,15662.0,15597.0,15679.0,15731.0,15705.0,16112.0,16299.0,16362.0,16576.0
".Marion County, Arkansas",16653.0,16644.0,16665.0,16671.0,16621.0,16444.0,16423.0,16215.0,16376.0,16429.0,16665.0,16694.0
".Miller County, Arkansas",43462.0,43462.0,43562.0,43762.0,43663.0,43402.0,43458.0,43792.0,43713.0,43736.0,43362.0,43257.0
".Mississippi County, Arkansas",46480.0,46481.0,46399.0,46031.0,45553.0,44695.0,44247.0,43729.0,42900.0,42112.0,41236.0,40651.0
".Monroe County, Arkansas",8149.0,8155.0,8138.0,8099.0,7854.0,7690.0,7634.0,7452.0,7205.0,7013.0,6880.0,6701.0
".Montgomery County, Arkansas",9487.0,9497.0,9510.0,9402.0,9340.0,9252.0,9162.0,9027.0,8936.0,8890.0,8910.0,8986.0
".Nevada County, Arkansas",8997.0,9020.0,8997.0,9008.0,8909.0,8772.0,8645.0,8508.0,8378.0,8309.0,8308.0,8252.0
".Newton County, Arkansas",8330.0,8315.0,8304.0,8251.0,8052.0,8042.0,7867.0,7846.0,7848.0,7815.0,7800.0,7753.0
".Ouachita County, Arkansas",26120.0,26128.0,26046.0,25737.0,25398.0,24948.0,24761.0,24316.0,24013.0,23817.0,23620.0,23382.0
".Perry County, Arkansas",10445.0,10444.0,10444.0,10383.0,10328.0,10335.0,10360.0,10307.0,10286.0,10346.0,10380.0,10455.0
".Phillips County, Arkansas",21757.0,21755.0,21676.0,21406.0,20736.0,20437.0,19952.0,19546.0,19050.0,18599.0,18054.0,17782.0
".Pike County, Arkansas",11291.0,11287.0,11264.0,11241.0,11254.0,11121.0,10989.0,10837.0,10826.0,10735.0,10666.0,10718.0
".Poinsett County, Arkansas",24583.0,24576.0,24515.0,24449.0,24299.0,24187.0,24152.0,24002.0,23974.0,24071.0,23903.0,23528.0
".Polk County, Arkansas",20662.0,20654.0,20667.0,20558.0,20420.0,20342.0,20249.0,20194.0,20145.0,20147.0,20019.0,19964.0
".Pope County, Arkansas",61754.0,61753.0,62109.0,62687.0,62631.0,62588.0,63117.0,63608.0,63897.0,63634.0,63594.0,64072.0
".Prairie County, Arkansas",8715.0,8716.0,8722.0,8599.0,8482.0,8375.0,8347.0,8299.0,8252.0,8248.0,8082.0,8062.0
".Pulaski County, Arkansas",382748.0,382749.0,383538.0,386990.0,389225.0,391512.0,392952.0,393576.0,394151.0,393280.0,391918.0,391911.0
".Randolph County, Arkansas",17969.0,17969.0,17955.0,17973.0,17840.0,17625.0,17569.0,17437.0,17444.0,17665.0,17970.0,17958.0
".St. Francis County, Arkansas",28258.0,28253.0,28194.0,27994.0,27992.0,27508.0,27088.0,26651.0,26347.0,25997.0,25509.0,24994.0
".Saline County, Arkansas",107118.0,107135.0,107656.0,109553.0,111442.0,113348.0,114874.0,116390.0,117656.0,119520.0,121074.0,122437.0
".Scott County, Arkansas",11233.0,11241.0,11275.0,11264.0,11033.0,10934.0,10686.0,10561.0,10332.0,10369.0,10339.0,10281.0
".Searcy County, Arkansas",8195.0,8195.0,8182.0,8078.0,8005.0,7991.0,7924.0,7835.0,7968.0,7927.0,7930.0,7881.0
".Sebastian County, Arkansas",125744.0,125740.0,125737.0,127010.0,127571.0,127173.0,126733.0,127385.0,127385.0,127786.0,127570.0,127827.0
".Sevier County, Arkansas",17058.0,17059.0,17151.0,17218.0,17188.0,17356.0,17410.0,17262.0,16971.0,17103.0,17061.0,17007.0
".Sharp County, Arkansas",17264.0,17263.0,17250.0,17270.0,17034.0,17043.0,16820.0,16808.0,17007.0,17147.0,17290.0,17442.0
".Stone County, Arkansas",12394.0,12394.0,12389.0,12500.0,12542.0,12423.0,12381.0,12386.0,12509.0,12520.0,12454.0,12506.0
".Union County, Arkansas",41639.0,41639.0,41573.0,41402.0,40861.0,40604.0,40136.0,40086.0,39879.0,39460.0,39139.0,38682.0
".Van Buren County, Arkansas",17295.0,17296.0,17310.0,17214.0,17162.0,16985.0,16907.0,16808.0,16669.0,16552.0,16635.0,16545.0
".Washington County, Arkansas",203065.0,203050.0,204024.0,208051.0,211756.0,216000.0,219941.0,224434.0,228482.0,232732.0,236611.0,239187.0
".White County, Arkansas",77076.0,77086.0,77356.0,78083.0,78641.0,78567.0,78471.0,78915.0,78917.0,78844.0,78381.0,78753.0
".Woodruff County, Arkansas",7260.0,7264.0,7236.0,7164.0,7052.0,7018.0,6860.0,6706.0,6600.0,6575.0,6466.0,6320.0
".Yell County, Arkansas",22185.0,22183.0,22146.0,21964.0,21824.0,21819.0,21768.0,21506.0,21502.0,21509.0,21462.0,21341.0
".Alameda County, California",1510271.0,1510258.0,1512986.0,1530915.0,1553764.0,1579593.0,1607792.0,1634538.0,1650950.0,1660196.0,1666756.0,1671329.0
".Alpine County, California",1175.0,1175.0,1161.0,1093.0,1110.0,1128.0,1080.0,1077.0,1047.0,1111.0,1089.0,1129.0
".Amador County, California",38091.0,38091.0,37886.0,37543.0,37104.0,36620.0,36726.0,37031.0,37429.0,38529.0,39405.0,39752.0
